index,query,_id,_score,name,pathway,symbol,notfound
271,ENSG00000077150,4791,19.665886,nuclear factor kappa B subunit 2,"{'reactome': [{'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-1606322', 'name': 'ZBP1(DAI) mediated induction of type I IFNs'}, {'id': 'R-HSA-1643685', 'name': 'Disease'}, {'id': 'R-HSA-166016', 'name': 'Toll Like Receptor 4 (TLR4) Cascade'}, {'id': 'R-HSA-166058', 'name': 'MyD88:MAL(TIRAP) cascade initiated on plasma membrane'}, {'id': 'R-HSA-166166', 'name': 'MyD88-independent TLR4 cascade '}, {'id': 'R-HSA-168138', 'name': 'Toll Like Receptor 9 (TLR9) Cascade'}, {'id': 'R-HSA-168142', 'name': 'Toll Like Receptor 10 (TLR10) Cascade'}, {'id': 'R-HSA-168164', 'name': 'Toll Like Receptor 3 (TLR3) Cascade'}, {'id': 'R-HSA-168176', 'name': 'Toll Like Receptor 5 (TLR5) Cascade'}, {'id': 'R-HSA-168179', 'name': 'Toll Like Receptor TLR1:TLR2 Cascade'}, {'id': 'R-HSA-168181', 'name': 'Toll Like Receptor 7/8 (TLR7/8) Cascade'}, {'id': 'R-HSA-168188', 'name': 'Toll Like Receptor TLR6:TLR2 Cascade'}, {'id': 'R-HSA-168249', 'name': 'Innate Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-168643', 'name': 'Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways'}, {'id': 'R-HSA-168898', 'name': 'Toll-like Receptor Cascades'}, {'id': 'R-HSA-168928', 'name': 'DDX58/IFIH1-mediated induction of interferon-alpha/beta'}, {'id': 'R-HSA-1810476', 'name': 'RIP-mediated NFkB activation via ZBP1'}, {'id': 'R-HSA-181438', 'name': 'Toll Like Receptor 2 (TLR2) Cascade'}, {'id': 'R-HSA-1834949', 'name': 'Cytosolic sensors of pathogen-associated DNA '}, {'id': 'R-HSA-2990846', 'name': 'SUMOylation'}, {'id': 'R-HSA-3108232', 'name': 'SUMO E3 ligases SUMOylate target proteins'}, {'id': 'R-HSA-3134963', 'name': 'DEx/H-box helicases activate type I IFN and inflammatory cytokines production '}, {'id': 'R-HSA-3214841', 'name': 'PKMTs methylate histone lysines'}, {'id': 'R-HSA-3247509', 'name': 'Chromatin modifying enzymes'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-445989', 'name': 'TAK1 activates NFkB by phosphorylation and activation of IKKs complex'}, {'id': 'R-HSA-446652', 'name': 'Interleukin-1 family signaling'}, {'id': 'R-HSA-448706', 'name': 'Interleukin-1 processing'}, {'id': 'R-HSA-449147', 'name': 'Signaling by Interleukins'}, {'id': 'R-HSA-4755510', 'name': 'SUMOylation of immune response proteins'}, {'id': 'R-HSA-4839726', 'name': 'Chromatin organization'}, {'id': 'R-HSA-5260271', 'name': 'Diseases of Immune System'}, {'id': 'R-HSA-5602358', 'name': 'Diseases associated with the TLR signaling cascade'}, {'id': 'R-HSA-5603029', 'name': 'IkBA variant leads to EDA-ID'}, {'id': 'R-HSA-5607761', 'name': 'Dectin-1 mediated noncanonical NF-kB signaling'}, {'id': 'R-HSA-5607764', 'name': 'CLEC7A (Dectin-1) signaling'}, {'id': 'R-HSA-5621481', 'name': 'C-type lectin receptors (CLRs)'}, {'id': 'R-HSA-5668541', 'name': 'TNFR2 non-canonical NF-kB pathway'}, {'id': 'R-HSA-5676590', 'name': 'NIK-->noncanonical NF-kB signaling'}, {'id': 'R-HSA-597592', 'name': 'Post-translational protein modification'}, {'id': 'R-HSA-622312', 'name': 'Inflammasomes'}, {'id': 'R-HSA-844456', 'name': 'The NLRP3 inflammasome'}, {'id': 'R-HSA-9020702', 'name': 'Interleukin-1 signaling'}, {'id': 'R-HSA-933542', 'name': 'TRAF6 mediated NF-kB activation'}, {'id': 'R-HSA-937061', 'name': 'TRIF(TICAM1)-mediated TLR4 signaling '}, {'id': 'R-HSA-975138', 'name': 'TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation'}, {'id': 'R-HSA-975155', 'name': 'MyD88 dependent cascade initiated on endosome'}, {'id': 'R-HSA-975871', 'name': 'MyD88 cascade initiated on plasma membrane'}]}",NFKB2,
272,ENSG00000089220,5037,20.864864,phosphatidylethanolamine binding protein 1,"{'reactome': [{'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-1643685', 'name': 'Disease'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-5663202', 'name': 'Diseases of signal transduction'}, {'id': 'R-HSA-5673001', 'name': 'RAF/MAP kinase cascade'}, {'id': 'R-HSA-5674135', 'name': 'MAP2K and MAPK activation'}, {'id': 'R-HSA-5675221', 'name': 'Negative regulation of MAPK pathway'}, {'id': 'R-HSA-5683057', 'name': 'MAPK family signaling cascades'}, {'id': 'R-HSA-5684996', 'name': 'MAPK1/MAPK3 signaling'}, {'id': 'R-HSA-6802946', 'name': 'Signaling by moderate kinase activity BRAF mutants'}, {'id': 'R-HSA-6802948', 'name': 'Signaling by high-kinase activity BRAF mutants'}, {'id': 'R-HSA-6802949', 'name': 'Signaling by RAS mutants'}, {'id': 'R-HSA-6802952', 'name': 'Signaling by BRAF and RAF fusions'}, {'id': 'R-HSA-6802955', 'name': 'Paradoxical activation of RAF signaling by kinase inactive BRAF'}, {'id': 'R-HSA-6802957', 'name': 'Oncogenic MAPK signaling'}, {'id': 'R-HSA-9607240', 'name': 'FLT3 Signaling'}, {'id': 'R-HSA-9649948', 'name': 'Signaling downstream of RAS mutants'}]}",PEBP1,
273,ENSG00000137486,408,19.980124,arrestin beta 1,"{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-157118', 'name': 'Signaling by NOTCH'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-1643685', 'name': 'Disease'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-1980143', 'name': 'Signaling by NOTCH1'}, {'id': 'R-HSA-199991', 'name': 'Membrane Trafficking'}, {'id': 'R-HSA-199992', 'name': 'trans-Golgi Network Vesicle Budding'}, {'id': 'R-HSA-2122948', 'name': 'Activated NOTCH1 Transmits Signal to the Nucleus'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-388396', 'name': 'GPCR downstream signalling'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-418555', 'name': 'G alpha (s) signalling events'}, {'id': 'R-HSA-432720', 'name': 'Lysosome Vesicle Biogenesis'}, {'id': 'R-HSA-432722', 'name': 'Golgi Associated Vesicle Biogenesis'}, {'id': 'R-HSA-456926', 'name': 'Thrombin signalling through proteinase activated receptors (PARs)'}, {'id': 'R-HSA-5358351', 'name': 'Signaling by Hedgehog'}, {'id': 'R-HSA-5358351', 'name': 'Signaling by Hedgehog'}, {'id': 'R-HSA-5632684', 'name': ""Hedgehog 'on' state""}, {'id': 'R-HSA-5632684', 'name': ""Hedgehog 'on' state""}, {'id': 'R-HSA-5635838', 'name': 'Activation of SMO'}, {'id': 'R-HSA-5635838', 'name': 'Activation of SMO'}, {'id': 'R-HSA-5653656', 'name': 'Vesicle-mediated transport'}, {'id': 'R-HSA-5663202', 'name': 'Diseases of signal transduction'}, {'id': 'R-HSA-5673001', 'name': 'RAF/MAP kinase cascade'}, {'id': 'R-HSA-5674135', 'name': 'MAP2K and MAPK activation'}, {'id': 'R-HSA-5683057', 'name': 'MAPK family signaling cascades'}, {'id': 'R-HSA-5684996', 'name': 'MAPK1/MAPK3 signaling'}, {'id': 'R-HSA-5688426', 'name': 'Deubiquitination'}, {'id': 'R-HSA-5689880', 'name': 'Ub-specific processing proteases'}, {'id': 'R-HSA-597592', 'name': 'Post-translational protein modification'}, {'id': 'R-HSA-6802946', 'name': 'Signaling by moderate kinase activity BRAF mutants'}, {'id': 'R-HSA-6802948', 'name': 'Signaling by high-kinase activity BRAF mutants'}, {'id': 'R-HSA-6802949', 'name': 'Signaling by RAS mutants'}, {'id': 'R-HSA-6802952', 'name': 'Signaling by BRAF and RAF fusions'}, {'id': 'R-HSA-6802955', 'name': 'Paradoxical activation of RAF signaling by kinase inactive BRAF'}, {'id': 'R-HSA-6802957', 'name': 'Oncogenic MAPK signaling'}, {'id': 'R-HSA-76002', 'name': 'Platelet activation, signaling and aggregation'}, {'id': 'R-HSA-8856825', 'name': 'Cargo recognition for clathrin-mediated endocytosis'}, {'id': 'R-HSA-8856828', 'name': 'Clathrin-mediated endocytosis'}, {'id': 'R-HSA-9607240', 'name': 'FLT3 Signaling'}, {'id': 'R-HSA-9649948', 'name': 'Signaling downstream of RAS mutants'}]}",ARRB1,
276,ENSG00000006016,9244,20.08337,cytokine receptor like factor 1,"{'reactome': [{'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-447115', 'name': 'Interleukin-12 family signaling'}, {'id': 'R-HSA-449147', 'name': 'Signaling by Interleukins'}, {'id': 'R-HSA-6783589', 'name': 'Interleukin-6 family signaling'}, {'id': 'R-HSA-6788467', 'name': 'IL-6-type cytokine receptor ligand interactions'}, {'id': 'R-HSA-9020956', 'name': 'Interleukin-27 signaling'}]}",CRLF1,
277,ENSG00000147650,29967,20.576956,LDL receptor related protein 12,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-196854', 'name': 'Metabolism of vitamins and cofactors'}, {'id': 'R-HSA-2187338', 'name': 'Visual phototransduction'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-388396', 'name': 'GPCR downstream signalling'}, {'id': 'R-HSA-418594', 'name': 'G alpha (i) signalling events'}, {'id': 'R-HSA-6806667', 'name': 'Metabolism of fat-soluble vitamins'}, {'id': 'R-HSA-975634', 'name': 'Retinoid metabolism and transport'}]}",LRP12,
286,ENSG00000011600,7305,19.374075,transmembrane immune signaling adaptor TYROBP,"{'reactome': [{'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-1280218', 'name': 'Adaptive Immune System'}, {'id': 'R-HSA-1500931', 'name': 'Cell-Cell communication'}, {'id': 'R-HSA-168249', 'name': 'Innate Immune System'}, {'id': 'R-HSA-168249', 'name': 'Innate Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-198933', 'name': 'Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell'}, {'id': 'R-HSA-2172127', 'name': 'DAP12 interactions'}, {'id': 'R-HSA-2172127', 'name': 'DAP12 interactions'}, {'id': 'R-HSA-2424491', 'name': 'DAP12 signaling'}, {'id': 'R-HSA-2424491', 'name': 'DAP12 signaling'}, {'id': 'R-HSA-373755', 'name': 'Semaphorin interactions'}, {'id': 'R-HSA-391160', 'name': 'Signal regulatory protein family interactions'}, {'id': 'R-HSA-416700', 'name': 'Other semaphorin interactions'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}, {'id': 'R-HSA-6798695', 'name': 'Neutrophil degranulation'}]}",TYROBP,
288,ENSG00000164611,9232,19.356354,"PTTG1 regulator of sister chromatid separation, securin","{'reactome': [{'id': 'R-HSA-1640170', 'name': 'Cell Cycle'}, {'id': 'R-HSA-174143', 'name': 'APC/C-mediated degradation of cell cycle proteins'}, {'id': 'R-HSA-174154', 'name': 'APC/C:Cdc20 mediated degradation of Securin'}, {'id': 'R-HSA-174178', 'name': 'APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1'}, {'id': 'R-HSA-176409', 'name': 'APC/C:Cdc20 mediated degradation of mitotic proteins'}, {'id': 'R-HSA-176814', 'name': 'Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins'}, {'id': 'R-HSA-2467813', 'name': 'Separation of Sister Chromatids'}, {'id': 'R-HSA-2555396', 'name': 'Mitotic Metaphase and Anaphase'}, {'id': 'R-HSA-453276', 'name': 'Regulation of mitotic cell cycle'}, {'id': 'R-HSA-68882', 'name': 'Mitotic Anaphase'}, {'id': 'R-HSA-68886', 'name': 'M Phase'}, {'id': 'R-HSA-69278', 'name': 'Cell Cycle, Mitotic'}]}",PTTG1,
289,ENSG00000143878,388,19.690845,ras homolog family member B,"{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-114604', 'name': 'GPVI-mediated activation cascade'}, {'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-194315', 'name': 'Signaling by Rho GTPases'}, {'id': 'R-HSA-194315', 'name': 'Signaling by Rho GTPases'}, {'id': 'R-HSA-194840', 'name': 'Rho GTPase cycle'}, {'id': 'R-HSA-195258', 'name': 'RHO GTPase Effectors'}, {'id': 'R-HSA-195258', 'name': 'RHO GTPase Effectors'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-373755', 'name': 'Semaphorin interactions'}, {'id': 'R-HSA-373755', 'name': 'Semaphorin interactions'}, {'id': 'R-HSA-388396', 'name': 'GPCR downstream signalling'}, {'id': 'R-HSA-400685', 'name': 'Sema4D in semaphorin signaling'}, {'id': 'R-HSA-400685', 'name': 'Sema4D in semaphorin signaling'}, {'id': 'R-HSA-416482', 'name': 'G alpha (12/13) signalling events'}, {'id': 'R-HSA-416572', 'name': 'Sema4D induced cell migration and growth-cone collapse'}, {'id': 'R-HSA-416572', 'name': 'Sema4D induced cell migration and growth-cone collapse'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}, {'id': 'R-HSA-5625740', 'name': 'RHO GTPases activate PKNs'}, {'id': 'R-HSA-5625900', 'name': 'RHO GTPases activate CIT'}, {'id': 'R-HSA-5625900', 'name': 'RHO GTPases activate CIT'}, {'id': 'R-HSA-5627117', 'name': 'RHO GTPases Activate ROCKs'}, {'id': 'R-HSA-5627117', 'name': 'RHO GTPases Activate ROCKs'}, {'id': 'R-HSA-5663220', 'name': 'RHO GTPases Activate Formins'}, {'id': 'R-HSA-5666185', 'name': 'RHO GTPases Activate Rhotekin and Rhophilins'}, {'id': 'R-HSA-76002', 'name': 'Platelet activation, signaling and aggregation'}]}",RHOB,
291,ENSG00000214435,57412,19.691427,arsenite methyltransferase,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-156580', 'name': 'Phase II - Conjugation of compounds'}, {'id': 'R-HSA-156581', 'name': 'Methylation'}, {'id': 'R-HSA-211859', 'name': 'Biological oxidations'}]}",AS3MT,
292,ENSG00000147872,123,20.501654,perilipin 2,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1989781', 'name': 'PPARA activates gene expression'}, {'id': 'R-HSA-400206', 'name': 'Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}, {'id': 'R-HSA-9612973', 'name': 'Autophagy'}, {'id': 'R-HSA-9612973', 'name': 'Autophagy'}, {'id': 'R-HSA-9613354', 'name': 'Lipophagy'}, {'id': 'R-HSA-9613354', 'name': 'Lipophagy'}, {'id': 'R-HSA-9613829', 'name': 'Chaperone Mediated Autophagy'}, {'id': 'R-HSA-9613829', 'name': 'Chaperone Mediated Autophagy'}, {'id': 'R-HSA-9615710', 'name': 'Microautophagy'}, {'id': 'R-HSA-9615710', 'name': 'Microautophagy'}]}",PLIN2,
295,ENSG00000112576,896,19.989105,cyclin D3,"{'reactome': [{'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-1640170', 'name': 'Cell Cycle'}, {'id': 'R-HSA-212436', 'name': 'Generic Transcription Pathway'}, {'id': 'R-HSA-381340', 'name': 'Transcriptional regulation of white adipocyte differentiation'}, {'id': 'R-HSA-453279', 'name': 'Mitotic G1-G1/S phases'}, {'id': 'R-HSA-5683057', 'name': 'MAPK family signaling cascades'}, {'id': 'R-HSA-5687128', 'name': 'MAPK6/MAPK4 signaling'}, {'id': 'R-HSA-69231', 'name': 'Cyclin D associated events in G1'}, {'id': 'R-HSA-69236', 'name': 'G1 Phase'}, {'id': 'R-HSA-69278', 'name': 'Cell Cycle, Mitotic'}, {'id': 'R-HSA-73857', 'name': 'RNA Polymerase II Transcription'}, {'id': 'R-HSA-74160', 'name': 'Gene expression (Transcription)'}, {'id': 'R-HSA-8878171', 'name': 'Transcriptional regulation by RUNX1'}, {'id': 'R-HSA-8934593', 'name': 'Regulation of RUNX1 Expression and Activity'}]}",CCND3,
296,ENSG00000111666,56994,20.002762,choline phosphotransferase 1,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1483191', 'name': 'Synthesis of PC'}, {'id': 'R-HSA-1483206', 'name': 'Glycerophospholipid biosynthesis'}, {'id': 'R-HSA-1483257', 'name': 'Phospholipid metabolism'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}]}",CHPT1,
297,ENSG00000006831,79602,19.66595,adiponectin receptor 2,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-163680', 'name': 'AMPK inhibits chREBP transcriptional activation activity'}, {'id': 'R-HSA-163680', 'name': 'AMPK inhibits chREBP transcriptional activation activity'}, {'id': 'R-HSA-163685', 'name': 'Integration of energy metabolism'}, {'id': 'R-HSA-163685', 'name': 'Integration of energy metabolism'}]}",ADIPOR2,
298,ENSG00000164070,22824,20.074652,heat shock protein family A (Hsp70) member 4 like,"{'reactome': [{'id': 'R-HSA-2262752', 'name': 'Cellular responses to stress'}, {'id': 'R-HSA-3371453', 'name': 'Regulation of HSF1-mediated heat shock response'}, {'id': 'R-HSA-3371556', 'name': 'Cellular response to heat stress'}, {'id': 'R-HSA-8953897', 'name': 'Cellular responses to external stimuli'}]}",HSPA4L,
300,ENSG00000119699,7043,19.287067,transforming growth factor beta 3,"{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-114608', 'name': 'Platelet degranulation '}, {'id': 'R-HSA-1474244', 'name': 'Extracellular matrix organization'}, {'id': 'R-HSA-1474244', 'name': 'Extracellular matrix organization'}, {'id': 'R-HSA-1566948', 'name': 'Elastic fibre formation'}, {'id': 'R-HSA-2129379', 'name': 'Molecules associated with elastic fibres'}, {'id': 'R-HSA-3000178', 'name': 'ECM proteoglycans'}, {'id': 'R-HSA-76002', 'name': 'Platelet activation, signaling and aggregation'}, {'id': 'R-HSA-76005', 'name': 'Response to elevated platelet cytosolic Ca2+'}]}",TGFB3,
301,ENSG00000108947,1949,21.122614,ephrin B3,"{'reactome': [{'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-2682334', 'name': 'EPH-Ephrin signaling'}, {'id': 'R-HSA-2682334', 'name': 'EPH-Ephrin signaling'}, {'id': 'R-HSA-3928662', 'name': 'EPHB-mediated forward signaling'}, {'id': 'R-HSA-3928662', 'name': 'EPHB-mediated forward signaling'}, {'id': 'R-HSA-3928664', 'name': 'Ephrin signaling'}, {'id': 'R-HSA-3928664', 'name': 'Ephrin signaling'}, {'id': 'R-HSA-3928665', 'name': 'EPH-ephrin mediated repulsion of cells'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}]}",EFNB3,
302,ENSG00000158014,7780,19.026335,solute carrier family 30 member 2,"{'reactome': [{'id': 'R-HSA-382551', 'name': 'Transport of small molecules'}, {'id': 'R-HSA-425366', 'name': 'Transport of bile salts and organic acids, metal ions and amine compounds'}, {'id': 'R-HSA-425407', 'name': 'SLC-mediated transmembrane transport'}, {'id': 'R-HSA-425410', 'name': 'Metal ion SLC transporters'}, {'id': 'R-HSA-435354', 'name': 'Zinc transporters'}, {'id': 'R-HSA-435368', 'name': 'Zinc efflux and compartmentalization by the SLC30 family'}]}",SLC30A2,
304,ENSG00000114346,1894,19.612478,epithelial cell transforming 2,"{'reactome': [{'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-193648', 'name': 'NRAGE signals death through JNK'}, {'id': 'R-HSA-193704', 'name': 'p75 NTR receptor-mediated signalling'}, {'id': 'R-HSA-194315', 'name': 'Signaling by Rho GTPases'}, {'id': 'R-HSA-194840', 'name': 'Rho GTPase cycle'}, {'id': 'R-HSA-204998', 'name': 'Cell death signalling via NRAGE, NRIF and NADE'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-388396', 'name': 'GPCR downstream signalling'}, {'id': 'R-HSA-416482', 'name': 'G alpha (12/13) signalling events'}, {'id': 'R-HSA-73887', 'name': 'Death Receptor Signalling'}]}",ECT2,
306,ENSG00000156140,9508,19.598106,ADAM metallopeptidase with thrombospondin type 1 motif 3,"{'reactome': [{'id': 'R-HSA-1474244', 'name': 'Extracellular matrix organization'}, {'id': 'R-HSA-1474290', 'name': 'Collagen formation'}, {'id': 'R-HSA-1643685', 'name': 'Disease'}, {'id': 'R-HSA-1650814', 'name': 'Collagen biosynthesis and modifying enzymes'}, {'id': 'R-HSA-3781865', 'name': 'Diseases of glycosylation'}, {'id': 'R-HSA-3906995', 'name': 'Diseases associated with O-glycosylation of proteins'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-5083635', 'name': 'Defective B3GALTL causes Peters-plus syndrome (PpS)'}, {'id': 'R-HSA-5173105', 'name': 'O-linked glycosylation'}, {'id': 'R-HSA-5173214', 'name': 'O-glycosylation of TSR domain-containing proteins'}, {'id': 'R-HSA-597592', 'name': 'Post-translational protein modification'}]}",ADAMTS3,
308,ENSG00000115602,9173,20.507378,interleukin 1 receptor like 1,"{'reactome': [{'id': 'R-HSA-1257604', 'name': 'PIP3 activates AKT signaling'}, {'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-199418', 'name': 'Negative regulation of the PI3K/AKT network'}, {'id': 'R-HSA-446652', 'name': 'Interleukin-1 family signaling'}, {'id': 'R-HSA-449147', 'name': 'Signaling by Interleukins'}, {'id': 'R-HSA-6811558', 'name': 'PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling'}, {'id': 'R-HSA-9006925', 'name': 'Intracellular signaling by second messengers'}, {'id': 'R-HSA-9014843', 'name': 'Interleukin-33 signaling'}]}",IL1RL1,
310,ENSG00000165996,9200,20.002016,3-hydroxyacyl-CoA dehydratase 1,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-556833', 'name': 'Metabolism of lipids'}, {'id': 'R-HSA-75105', 'name': 'Fatty acyl-CoA biosynthesis'}, {'id': 'R-HSA-75876', 'name': 'Synthesis of very long-chain fatty acyl-CoAs'}, {'id': 'R-HSA-8978868', 'name': 'Fatty acid metabolism'}]}",HACD1,
312,ENSG00000124508,10385,20.590202,butyrophilin subfamily 2 member A2,"{'reactome': [{'id': 'R-HSA-1280218', 'name': 'Adaptive Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-8851680', 'name': 'Butyrophilin (BTN) family interactions'}]}",BTN2A2,
315,ENSG00000152137,26353,19.598196,heat shock protein family B (small) member 8,"{'reactome': [{'id': 'R-HSA-2262752', 'name': 'Cellular responses to stress'}, {'id': 'R-HSA-3371556', 'name': 'Cellular response to heat stress'}, {'id': 'R-HSA-3371571', 'name': 'HSF1-dependent transactivation'}, {'id': 'R-HSA-8953897', 'name': 'Cellular responses to external stimuli'}]}",HSPB8,
316,ENSG00000179399,2262,20.469358,glypican 5,"{'reactome': [{'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-1630316', 'name': 'Glycosaminoglycan metabolism'}, {'id': 'R-HSA-1630316', 'name': 'Glycosaminoglycan metabolism'}, {'id': 'R-HSA-1638091', 'name': 'Heparan sulfate/heparin (HS-GAG) metabolism'}, {'id': 'R-HSA-1638091', 'name': 'Heparan sulfate/heparin (HS-GAG) metabolism'}, {'id': 'R-HSA-1643685', 'name': 'Disease'}, {'id': 'R-HSA-1793185', 'name': 'Chondroitin sulfate/dermatan sulfate metabolism'}, {'id': 'R-HSA-196854', 'name': 'Metabolism of vitamins and cofactors'}, {'id': 'R-HSA-1971475', 'name': 'A tetrasaccharide linker sequence is required for GAG synthesis'}, {'id': 'R-HSA-2022928', 'name': 'HS-GAG biosynthesis'}, {'id': 'R-HSA-2022928', 'name': 'HS-GAG biosynthesis'}, {'id': 'R-HSA-2024096', 'name': 'HS-GAG degradation'}, {'id': 'R-HSA-2187338', 'name': 'Visual phototransduction'}, {'id': 'R-HSA-3560782', 'name': 'Diseases associated with glycosaminoglycan metabolism'}, {'id': 'R-HSA-3560783', 'name': 'Defective B4GALT7 causes EDS, progeroid type'}, {'id': 'R-HSA-3560801', 'name': 'Defective B3GAT3 causes JDSSDHD'}, {'id': 'R-HSA-3656237', 'name': 'Defective EXT2 causes exostoses 2'}, {'id': 'R-HSA-3656253', 'name': 'Defective EXT1 causes exostoses 1, TRPS2 and CHDS'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-3781865', 'name': 'Diseases of glycosylation'}, {'id': 'R-HSA-388396', 'name': 'GPCR downstream signalling'}, {'id': 'R-HSA-418594', 'name': 'G alpha (i) signalling events'}, {'id': 'R-HSA-4420332', 'name': 'Defective B3GALT6 causes EDSP2 and SEMDJL1'}, {'id': 'R-HSA-5358346', 'name': 'Hedgehog ligand biogenesis'}, {'id': 'R-HSA-5358351', 'name': 'Signaling by Hedgehog'}, {'id': 'R-HSA-5362798', 'name': 'Release of Hh-Np from the secreting cell'}, {'id': 'R-HSA-6806667', 'name': 'Metabolism of fat-soluble vitamins'}, {'id': 'R-HSA-71387', 'name': 'Metabolism of carbohydrates'}, {'id': 'R-HSA-71387', 'name': 'Metabolism of carbohydrates'}, {'id': 'R-HSA-975634', 'name': 'Retinoid metabolism and transport'}]}",GPC5,
